"BC49",3240,"2023-02-11",10,12,29,31,39,49,5
"BC49",3241,"2023-02-15",14,31,34,39,40,49,46
"BC49",3242,"2023-02-18",5,14,29,39,40,47,48
"BC49",3243,"2023-02-22",15,21,28,38,45,47,26
"BC49",3244,"2023-02-25",1,4,9,23,35,38,19
"BC49",3245,"2023-03-01",4,5,9,27,28,33,24
"BC49",3246,"2023-03-04",7,24,25,34,40,43,28
"BC49",3247,"2023-03-08",16,19,34,35,39,42,49
"BC49",3248,"2023-03-11",2,14,15,27,32,47,30
"BC49",3249,"2023-03-15",12,15,24,29,44,48,32
"BC49",3250,"2023-03-18",7,8,12,16,29,48,22
"BC49",3251,"2023-03-22",2,4,16,24,40,41,22
"BC49",3252,"2023-03-25",8,10,21,23,33,39,9
"BC49",3253,"2023-03-29",11,22,26,42,43,44,7
"BC49",3254,"2023-04-01",4,14,41,43,47,48,1
"BC49",3255,"2023-04-05",1,5,13,14,16,31,40
"BC49",3256,"2023-04-08",5,15,16,18,28,44,4
"BC49",3257,"2023-04-12",7,24,31,34,36,41,20
"BC49",3258,"2023-04-15",4,11,12,13,30,38,45
"BC49",3259,"2023-04-19",2,7,13,18,28,35,30
"BC49",3260,"2023-04-22",4,9,17,28,29,49,30
"BC49",3261,"2023-04-26",9,10,15,44,45,48,28
"BC49",3262,"2023-04-29",1,9,21,28,37,48,41
"BC49",3263,"2023-05-03",4,14,17,25,37,41,34
"BC49",3264,"2023-05-06",15,18,20,27,29,46,5
"BC49",3265,"2023-05-10",9,20,27,28,34,45,43
"BC49",3266,"2023-05-13",5,6,16,36,39,42,23
"BC49",3267,"2023-05-17",13,18,21,27,30,41,8
"BC49",3268,"2023-05-20",6,9,12,25,34,35,49
"BC49",3269,"2023-05-24",15,16,21,24,35,44,5
"BC49",3270,"2023-05-27",14,18,22,28,31,47,21
"BC49",3271,"2023-05-31",1,6,8,11,12,20,23
"BC49",3272,"2023-06-03",6,12,19,30,38,46,23
"BC49",3273,"2023-06-07",2,4,27,28,30,45,35
"BC49",3274,"2023-06-10",4,15,18,24,28,48,9
"BC49",3275,"2023-06-14",7,14,24,26,30,46,2
"BC49",3276,"2023-06-17",3,4,9,15,41,47,28
